R=1.100000,C=0.050000,dt=0.010000
81,0.000000e+000,0.000000e+000,0
82,0.000000e+000,0.000000e+000,0
83,0.000000e+000,0.000000e+000,0
84,0.000000e+000,0.000000e+000,0
85,0.000000e+000,0.000000e+000,0
86,0.000000e+000,0.000000e+000,0
87,0.000000e+000,0.000000e+000,0
88,0.000000e+000,0.000000e+000,0
89,0.000000e+000,0.000000e+000,0
90,0.000000e+000,0.000000e+000,0
91,0.000000e+000,0.000000e+000,0
92,0.000000e+000,0.000000e+000,0
93,0.000000e+000,0.000000e+000,0
94,0.000000e+000,0.000000e+000,0
95,0.000000e+000,0.000000e+000,0
96,0.000000e+000,0.000000e+000,0
97,0.000000e+000,0.000000e+000,0
98,0.000000e+000,0.000000e+000,0
99,0.000000e+000,0.000000e+000,0
100,0.000000e+000,0.000000e+000,0
101,9.999500e-002,9.999500e-002,0
102,1.999850e-001,1.999850e-001,0
103,2.999700e-001,2.999700e-001,0
104,3.999500e-001,3.999500e-001,0
105,4.999250e-001,4.999250e-001,0
106,5.998950e-001,5.998950e-001,0
107,6.998600e-001,6.998600e-001,0
108,7.998200e-001,7.998200e-001,0
109,8.997750e-001,8.997750e-001,0
110,9.997250e-001,9.997250e-001,0
111,0.000000e+000,0.000000e+000,1
112,9.999500e-002,9.999500e-002,0
113,1.999850e-001,1.999850e-001,0
114,2.999700e-001,2.999700e-001,0
115,3.999500e-001,3.999500e-001,0
116,4.999250e-001,4.999250e-001,0
117,5.998950e-001,5.998950e-001,0
118,6.998600e-001,6.998600e-001,0
119,7.998200e-001,7.998200e-001,0
120,8.997750e-001,8.997750e-001,0
121,9.997250e-001,9.997250e-001,0
122,0.000000e+000,0.000000e+000,1
123,9.999500e-002,9.999500e-002,0
124,1.999850e-001,1.999850e-001,0
125,2.999700e-001,2.999700e-001,0
126,3.999500e-001,3.999500e-001,0
127,4.999250e-001,4.999250e-001,0
128,5.998950e-001,5.998950e-001,0
129,6.998600e-001,6.998600e-001,0
130,7.998200e-001,7.998200e-001,0
131,8.997750e-001,8.997750e-001,0
132,9.997250e-001,9.997250e-001,0
133,0.000000e+000,0.000000e+000,1
134,9.999500e-002,9.999500e-002,0
135,1.999850e-001,1.999850e-001,0
136,2.999700e-001,2.999700e-001,0
137,3.999500e-001,3.999500e-001,0
138,4.999250e-001,4.999250e-001,0
139,5.998950e-001,5.998950e-001,0
140,6.998600e-001,6.998600e-001,0
141,7.998200e-001,7.998200e-001,0
142,8.997750e-001,8.997750e-001,0
143,9.997250e-001,9.997250e-001,0
144,0.000000e+000,0.000000e+000,1
145,9.999500e-002,9.999500e-002,0
146,1.999850e-001,1.999850e-001,0
147,2.999700e-001,2.999700e-001,0
148,3.999500e-001,3.999500e-001,0
149,4.999250e-001,4.999250e-001,0
150,5.998950e-001,5.998950e-001,0
151,6.998600e-001,6.998600e-001,0
152,7.998200e-001,7.998200e-001,0
153,8.997750e-001,8.997750e-001,0
154,9.997250e-001,9.997250e-001,0
155,0.000000e+000,0.000000e+000,1
156,9.999500e-002,9.999500e-002,0
157,1.999850e-001,1.999850e-001,0
158,2.999700e-001,2.999700e-001,0
159,3.999500e-001,3.999500e-001,0
160,4.999250e-001,4.999250e-001,0
161,5.998950e-001,5.998950e-001,0
162,6.998600e-001,6.998600e-001,0
163,7.998200e-001,7.998200e-001,0
164,8.997750e-001,8.997750e-001,0
165,9.997250e-001,9.997250e-001,0
166,0.000000e+000,0.000000e+000,1
167,9.999500e-002,9.999500e-002,0
168,1.999850e-001,1.999850e-001,0
169,2.999700e-001,2.999700e-001,0
170,3.999500e-001,3.999500e-001,0
171,4.999250e-001,4.999250e-001,0
172,5.998950e-001,5.998950e-001,0
173,6.998600e-001,6.998600e-001,0
174,7.998200e-001,7.998200e-001,0
175,8.997750e-001,8.997750e-001,0
176,9.997250e-001,9.997250e-001,0
177,0.000000e+000,0.000000e+000,1
178,9.999500e-002,9.999500e-002,0
179,1.999850e-001,1.999850e-001,0
180,2.999700e-001,2.999700e-001,0
181,3.999500e-001,3.999500e-001,0
182,4.999250e-001,4.999250e-001,0
183,5.998950e-001,5.998950e-001,0
184,6.998600e-001,6.998600e-001,0
185,7.998200e-001,7.998200e-001,0
186,8.997750e-001,8.997750e-001,0
187,9.997250e-001,9.997250e-001,0
188,0.000000e+000,0.000000e+000,1
189,9.999500e-002,9.999500e-002,0
190,1.999850e-001,1.999850e-001,0
191,2.999700e-001,2.999700e-001,0
192,3.999500e-001,3.999500e-001,0
193,4.999250e-001,4.999250e-001,0
194,5.998950e-001,5.998950e-001,0
195,6.998600e-001,6.998600e-001,0
196,7.998200e-001,7.998200e-001,0
197,8.997750e-001,8.997750e-001,0
198,9.997250e-001,9.997250e-001,0
199,0.000000e+000,0.000000e+000,1
200,9.999500e-002,9.999500e-002,0
201,1.999850e-001,1.999850e-001,0
202,2.999700e-001,2.999700e-001,0
203,3.999500e-001,3.999500e-001,0
204,4.999250e-001,4.999250e-001,0
205,5.998950e-001,5.998950e-001,0
206,6.998600e-001,6.998600e-001,0
207,7.998200e-001,7.998200e-001,0
208,8.997750e-001,8.997750e-001,0
209,9.997250e-001,9.997250e-001,0
210,0.000000e+000,0.000000e+000,1
211,9.999500e-002,9.999500e-002,0
212,1.999850e-001,1.999850e-001,0
213,2.999700e-001,2.999700e-001,0
214,3.999500e-001,3.999500e-001,0
215,4.999250e-001,4.999250e-001,0
216,5.998950e-001,5.998950e-001,0
217,6.998600e-001,6.998600e-001,0
218,7.998200e-001,7.998200e-001,0
219,8.997750e-001,8.997750e-001,0
220,9.997250e-001,9.997250e-001,0
221,0.000000e+000,0.000000e+000,1
222,9.999500e-002,9.999500e-002,0
223,1.999850e-001,1.999850e-001,0
224,2.999700e-001,2.999700e-001,0
225,3.999500e-001,3.999500e-001,0
226,4.999250e-001,4.999250e-001,0
227,5.998950e-001,5.998950e-001,0
228,6.998600e-001,6.998600e-001,0
229,7.998200e-001,7.998200e-001,0
230,8.997750e-001,8.997750e-001,0
231,9.997250e-001,9.997250e-001,0
232,0.000000e+000,0.000000e+000,1
233,9.999500e-002,9.999500e-002,0
234,1.999850e-001,1.999850e-001,0
235,2.999700e-001,2.999700e-001,0
236,3.999500e-001,3.999500e-001,0
237,4.999250e-001,4.999250e-001,0
238,5.998950e-001,5.998950e-001,0
239,6.998600e-001,6.998600e-001,0
240,7.998200e-001,7.998200e-001,0
241,8.997750e-001,8.997750e-001,0
242,9.997250e-001,9.997250e-001,0
243,0.000000e+000,0.000000e+000,1
244,9.999500e-002,9.999500e-002,0
245,1.999850e-001,1.999850e-001,0
246,2.999700e-001,2.999700e-001,0
247,3.999500e-001,3.999500e-001,0
248,4.999250e-001,4.999250e-001,0
249,5.998950e-001,5.998950e-001,0
250,6.998600e-001,6.998600e-001,0
251,7.998200e-001,7.998200e-001,0
252,8.997750e-001,8.997750e-001,0
253,9.997250e-001,9.997250e-001,0
254,0.000000e+000,0.000000e+000,1
255,9.999500e-002,9.999500e-002,0
256,1.999850e-001,1.999850e-001,0
257,2.999700e-001,2.999700e-001,0
258,3.999500e-001,3.999500e-001,0
259,4.999250e-001,4.999250e-001,0
260,5.998950e-001,5.998950e-001,0
261,6.998600e-001,6.998600e-001,0
262,7.998200e-001,7.998200e-001,0
263,8.997750e-001,8.997750e-001,0
264,9.997250e-001,9.997250e-001,0
265,0.000000e+000,0.000000e+000,1
266,9.999500e-002,9.999500e-002,0
267,1.999850e-001,1.999850e-001,0
268,2.999700e-001,2.999700e-001,0
269,3.999500e-001,3.999500e-001,0
270,4.999250e-001,4.999250e-001,0
271,5.998950e-001,5.998950e-001,0
272,6.998600e-001,6.998600e-001,0
273,7.998200e-001,7.998200e-001,0
274,8.997750e-001,8.997750e-001,0
275,9.997250e-001,9.997250e-001,0
276,0.000000e+000,0.000000e+000,1
277,9.999500e-002,9.999500e-002,0
278,1.999850e-001,1.999850e-001,0
279,2.999700e-001,2.999700e-001,0
280,3.999500e-001,3.999500e-001,0
281,4.999250e-001,4.999250e-001,0
282,5.998950e-001,5.998950e-001,0
283,6.998600e-001,6.998600e-001,0
284,7.998200e-001,7.998200e-001,0
285,8.997750e-001,8.997750e-001,0
286,9.997250e-001,9.997250e-001,0
287,0.000000e+000,0.000000e+000,1
288,9.999500e-002,9.999500e-002,0
289,1.999850e-001,1.999850e-001,0
290,2.999700e-001,2.999700e-001,0
291,3.999500e-001,3.999500e-001,0
292,4.999250e-001,4.999250e-001,0
293,5.998950e-001,5.998950e-001,0
294,6.998600e-001,6.998600e-001,0
295,7.998200e-001,7.998200e-001,0
296,8.997750e-001,8.997750e-001,0
297,9.997250e-001,9.997250e-001,0
298,0.000000e+000,0.000000e+000,1
299,9.999500e-002,9.999500e-002,0
300,1.999850e-001,1.999850e-001,0
301,2.999700e-001,2.999700e-001,0
302,3.999500e-001,3.999500e-001,0
303,4.999250e-001,4.999250e-001,0
304,5.998950e-001,5.998950e-001,0
305,6.998600e-001,6.998600e-001,0
306,7.998200e-001,7.998200e-001,0
307,8.997750e-001,8.997750e-001,0
308,9.997250e-001,9.997250e-001,0
309,0.000000e+000,0.000000e+000,1
310,9.999500e-002,9.999500e-002,0
311,1.999850e-001,1.999850e-001,0
312,2.999700e-001,2.999700e-001,0
313,3.999500e-001,3.999500e-001,0
314,4.999250e-001,4.999250e-001,0
315,5.998950e-001,5.998950e-001,0
316,6.998600e-001,6.998600e-001,0
317,7.998200e-001,7.998200e-001,0
318,8.997750e-001,8.997750e-001,0
319,9.997250e-001,9.997250e-001,0
320,0.000000e+000,0.000000e+000,1
321,9.999500e-002,9.999500e-002,0
322,1.999850e-001,1.999850e-001,0
323,2.999700e-001,2.999700e-001,0
324,3.999500e-001,3.999500e-001,0
325,4.999250e-001,4.999250e-001,0
326,5.998950e-001,5.998950e-001,0
327,6.998600e-001,6.998600e-001,0
328,7.998200e-001,7.998200e-001,0
329,8.997750e-001,8.997750e-001,0
330,9.997250e-001,9.997250e-001,0
331,0.000000e+000,0.000000e+000,1
332,9.999500e-002,9.999500e-002,0
333,1.999850e-001,1.999850e-001,0
334,2.999700e-001,2.999700e-001,0
335,3.999500e-001,3.999500e-001,0
336,4.999250e-001,4.999250e-001,0
337,5.998950e-001,5.998950e-001,0
338,6.998600e-001,6.998600e-001,0
339,7.998200e-001,7.998200e-001,0
340,8.997750e-001,8.997750e-001,0
341,9.997250e-001,9.997250e-001,0
342,0.000000e+000,0.000000e+000,1
343,9.999500e-002,9.999500e-002,0
344,1.999850e-001,1.999850e-001,0
345,2.999700e-001,2.999700e-001,0
346,3.999500e-001,3.999500e-001,0
347,4.999250e-001,4.999250e-001,0
348,5.998950e-001,5.998950e-001,0
349,6.998600e-001,6.998600e-001,0
350,7.998200e-001,7.998200e-001,0
351,8.997750e-001,8.997750e-001,0
352,9.997250e-001,9.997250e-001,0
353,0.000000e+000,0.000000e+000,1
354,9.999500e-002,9.999500e-002,0
355,1.999850e-001,1.999850e-001,0
356,2.999700e-001,2.999700e-001,0
357,3.999500e-001,3.999500e-001,0
358,4.999250e-001,4.999250e-001,0
359,5.998950e-001,5.998950e-001,0
360,6.998600e-001,6.998600e-001,0
361,7.998200e-001,7.998200e-001,0
362,8.997750e-001,8.997750e-001,0
363,9.997250e-001,9.997250e-001,0
364,0.000000e+000,0.000000e+000,1
365,9.999500e-002,9.999500e-002,0
366,1.999850e-001,1.999850e-001,0
367,2.999700e-001,2.999700e-001,0
368,3.999500e-001,3.999500e-001,0
369,4.999250e-001,4.999250e-001,0
370,5.998950e-001,5.998950e-001,0
371,6.998600e-001,6.998600e-001,0
372,7.998200e-001,7.998200e-001,0
373,8.997750e-001,8.997750e-001,0
374,9.997250e-001,9.997250e-001,0
375,0.000000e+000,0.000000e+000,1
376,9.999500e-002,9.999500e-002,0
377,1.999850e-001,1.999850e-001,0
378,2.999700e-001,2.999700e-001,0
379,3.999500e-001,3.999500e-001,0
380,4.999250e-001,4.999250e-001,0
381,5.998950e-001,5.998950e-001,0
382,6.998600e-001,6.998600e-001,0
383,7.998200e-001,7.998200e-001,0
384,8.997750e-001,8.997750e-001,0
385,9.997250e-001,9.997250e-001,0
386,0.000000e+000,0.000000e+000,1
387,9.999500e-002,9.999500e-002,0
388,1.999850e-001,1.999850e-001,0
389,2.999700e-001,2.999700e-001,0
390,3.999500e-001,3.999500e-001,0
391,4.999250e-001,4.999250e-001,0
392,5.998950e-001,5.998950e-001,0
393,6.998600e-001,6.998600e-001,0
394,7.998200e-001,7.998200e-001,0
395,8.997750e-001,8.997750e-001,0
396,9.997250e-001,9.997250e-001,0
397,0.000000e+000,0.000000e+000,1
398,9.999500e-002,9.999500e-002,0
399,1.999850e-001,1.999850e-001,0
400,2.999700e-001,2.999700e-001,0
401,3.999500e-001,3.999500e-001,0
402,4.999250e-001,4.999250e-001,0
403,5.998950e-001,5.998950e-001,0
404,6.998600e-001,6.998600e-001,0
405,7.998200e-001,7.998200e-001,0
406,8.997750e-001,8.997750e-001,0
407,9.997250e-001,9.997250e-001,0
408,0.000000e+000,0.000000e+000,1
409,9.999500e-002,9.999500e-002,0
410,1.999850e-001,1.999850e-001,0
411,2.999700e-001,2.999700e-001,0
412,3.999500e-001,3.999500e-001,0
413,4.999250e-001,4.999250e-001,0
414,5.998950e-001,5.998950e-001,0
415,6.998600e-001,6.998600e-001,0
416,7.998200e-001,7.998200e-001,0
417,8.997750e-001,8.997750e-001,0
418,9.997250e-001,9.997250e-001,0
419,0.000000e+000,0.000000e+000,1
420,9.999500e-002,9.999500e-002,0
421,1.999850e-001,1.999850e-001,0
422,2.999700e-001,2.999700e-001,0
423,3.999500e-001,3.999500e-001,0
424,4.999250e-001,4.999250e-001,0
425,5.998950e-001,5.998950e-001,0
426,6.998600e-001,6.998600e-001,0
427,7.998200e-001,7.998200e-001,0
428,8.997750e-001,8.997750e-001,0
429,9.997250e-001,9.997250e-001,0
430,0.000000e+000,0.000000e+000,1
431,9.999500e-002,9.999500e-002,0
432,1.999850e-001,1.999850e-001,0
433,2.999700e-001,2.999700e-001,0
434,3.999500e-001,3.999500e-001,0
435,4.999250e-001,4.999250e-001,0
436,5.998950e-001,5.998950e-001,0
437,6.998600e-001,6.998600e-001,0
438,7.998200e-001,7.998200e-001,0
439,8.997750e-001,8.997750e-001,0
440,9.997250e-001,9.997250e-001,0
441,0.000000e+000,0.000000e+000,1
442,9.999500e-002,9.999500e-002,0
443,1.999850e-001,1.999850e-001,0
444,2.999700e-001,2.999700e-001,0
445,3.999500e-001,3.999500e-001,0
446,4.999250e-001,4.999250e-001,0
447,5.998950e-001,5.998950e-001,0
448,6.998600e-001,6.998600e-001,0
449,7.998200e-001,7.998200e-001,0
450,8.997750e-001,8.997750e-001,0
451,9.997250e-001,9.997250e-001,0
452,0.000000e+000,0.000000e+000,1
453,9.999500e-002,9.999500e-002,0
454,1.999850e-001,1.999850e-001,0
455,2.999700e-001,2.999700e-001,0
456,3.999500e-001,3.999500e-001,0
457,4.999250e-001,4.999250e-001,0
458,5.998950e-001,5.998950e-001,0
459,6.998600e-001,6.998600e-001,0
460,7.998200e-001,7.998200e-001,0
461,8.997750e-001,8.997750e-001,0
462,9.997250e-001,9.997250e-001,0
463,0.000000e+000,0.000000e+000,1
464,9.999500e-002,9.999500e-002,0
465,1.999850e-001,1.999850e-001,0
466,2.999700e-001,2.999700e-001,0
467,3.999500e-001,3.999500e-001,0
468,4.999250e-001,4.999250e-001,0
469,5.998950e-001,5.998950e-001,0
470,6.998600e-001,6.998600e-001,0
471,7.998200e-001,7.998200e-001,0
472,8.997750e-001,8.997750e-001,0
473,9.997250e-001,9.997250e-001,0
474,0.000000e+000,0.000000e+000,1
475,9.999500e-002,9.999500e-002,0
476,1.999850e-001,1.999850e-001,0
477,2.999700e-001,2.999700e-001,0
478,3.999500e-001,3.999500e-001,0
479,4.999250e-001,4.999250e-001,0
480,5.998950e-001,5.998950e-001,0
481,6.998600e-001,6.998600e-001,0
482,7.998200e-001,7.998200e-001,0
483,8.997750e-001,8.997750e-001,0
484,9.997250e-001,9.997250e-001,0
485,0.000000e+000,0.000000e+000,1
486,9.999500e-002,9.999500e-002,0
487,1.999850e-001,1.999850e-001,0
488,2.999700e-001,2.999700e-001,0
489,3.999500e-001,3.999500e-001,0
490,4.999250e-001,4.999250e-001,0
491,5.998950e-001,5.998950e-001,0
492,6.998600e-001,6.998600e-001,0
493,7.998200e-001,7.998200e-001,0
494,8.997750e-001,8.997750e-001,0
495,9.997250e-001,9.997250e-001,0
496,0.000000e+000,0.000000e+000,1
497,9.999500e-002,9.999500e-002,0
498,1.999850e-001,1.999850e-001,0
499,2.999700e-001,2.999700e-001,0
500,2.999550e-001,2.999550e-001,0
501,2.999400e-001,2.999400e-001,0
502,2.999250e-001,2.999250e-001,0
503,2.999100e-001,2.999100e-001,0
504,2.998950e-001,2.998950e-001,0
505,2.998801e-001,2.998801e-001,0
506,2.998651e-001,2.998651e-001,0
507,2.998501e-001,2.998501e-001,0
508,2.998351e-001,2.998351e-001,0
509,2.998201e-001,2.998201e-001,0
510,2.998051e-001,2.998051e-001,0
511,2.997901e-001,2.997901e-001,0
512,2.997751e-001,2.997751e-001,0
513,2.997601e-001,2.997601e-001,0
514,2.997451e-001,2.997451e-001,0
515,2.997302e-001,2.997302e-001,0
516,2.997152e-001,2.997152e-001,0
517,2.997002e-001,2.997002e-001,0
518,2.996852e-001,2.996852e-001,0
519,2.996702e-001,2.996702e-001,0
520,2.996552e-001,2.996552e-001,0
521,2.996402e-001,2.996402e-001,0
522,2.996252e-001,2.996252e-001,0
523,2.996102e-001,2.996102e-001,0
524,2.995952e-001,2.995952e-001,0
525,2.995802e-001,2.995802e-001,0
526,2.995653e-001,2.995653e-001,0
527,2.995503e-001,2.995503e-001,0
528,2.995353e-001,2.995353e-001,0
529,2.995203e-001,2.995203e-001,0
530,2.995053e-001,2.995053e-001,0
531,2.994903e-001,2.994903e-001,0
532,2.994753e-001,2.994753e-001,0
533,2.994603e-001,2.994603e-001,0
534,2.994454e-001,2.994454e-001,0
535,2.994304e-001,2.994304e-001,0
536,2.994154e-001,2.994154e-001,0
537,2.994005e-001,2.994005e-001,0
538,2.993855e-001,2.993855e-001,0
539,2.993706e-001,2.993706e-001,0
540,2.993556e-001,2.993556e-001,0
541,2.993406e-001,2.993406e-001,0
542,2.993257e-001,2.993257e-001,0
543,2.993107e-001,2.993107e-001,0
544,2.992958e-001,2.992958e-001,0
545,2.992808e-001,2.992808e-001,0
546,2.992658e-001,2.992658e-001,0
547,2.992509e-001,2.992509e-001,0
548,2.992359e-001,2.992359e-001,0
549,2.992209e-001,2.992209e-001,0
550,2.992060e-001,2.992060e-001,0
551,2.991910e-001,2.991910e-001,0
552,2.991761e-001,2.991761e-001,0
553,2.991611e-001,2.991611e-001,0
554,2.991461e-001,2.991461e-001,0
555,2.991312e-001,2.991312e-001,0
556,2.991162e-001,2.991162e-001,0
557,2.991013e-001,2.991013e-001,0
558,2.990863e-001,2.990863e-001,0
559,2.990713e-001,2.990713e-001,0
560,2.990564e-001,2.990564e-001,0
561,2.990414e-001,2.990414e-001,0
562,2.990265e-001,2.990265e-001,0
563,2.990115e-001,2.990115e-001,0
564,2.989965e-001,2.989965e-001,0
565,2.989816e-001,2.989816e-001,0
566,2.989666e-001,2.989666e-001,0
567,2.989517e-001,2.989517e-001,0
568,2.989367e-001,2.989367e-001,0
569,2.989217e-001,2.989217e-001,0
570,2.989068e-001,2.989068e-001,0
571,2.988918e-001,2.988918e-001,0
572,2.988769e-001,2.988769e-001,0
573,2.988619e-001,2.988619e-001,0
574,2.988470e-001,2.988470e-001,0
575,2.988320e-001,2.988320e-001,0
576,2.988171e-001,2.988171e-001,0
577,2.988022e-001,2.988022e-001,0
578,2.987872e-001,2.987872e-001,0
579,2.987723e-001,2.987723e-001,0
580,2.987574e-001,2.987574e-001,0
581,2.987424e-001,2.987424e-001,0
582,2.987275e-001,2.987275e-001,0
583,2.987126e-001,2.987126e-001,0
584,2.986977e-001,2.986977e-001,0
585,2.986827e-001,2.986827e-001,0
586,2.986678e-001,2.986678e-001,0
587,2.986529e-001,2.986529e-001,0
588,2.986379e-001,2.986379e-001,0
589,2.986230e-001,2.986230e-001,0
590,2.986081e-001,2.986081e-001,0
591,2.985931e-001,2.985931e-001,0
592,2.985782e-001,2.985782e-001,0
593,2.985633e-001,2.985633e-001,0
594,2.985483e-001,2.985483e-001,0
595,2.985334e-001,2.985334e-001,0
596,2.985185e-001,2.985185e-001,0
597,2.985035e-001,2.985035e-001,0
598,2.984886e-001,2.984886e-001,0
599,2.984737e-001,2.984737e-001,0
600,2.984588e-001,2.984588e-001,0
601,2.984438e-001,2.984438e-001,0
602,2.984289e-001,2.984289e-001,0
603,2.984140e-001,2.984140e-001,0
604,2.983990e-001,2.983990e-001,0
605,2.983841e-001,2.983841e-001,0
606,2.983692e-001,2.983692e-001,0
607,2.983542e-001,2.983542e-001,0
608,2.983393e-001,2.983393e-001,0
609,2.983244e-001,2.983244e-001,0
610,2.983094e-001,2.983094e-001,0
611,2.982945e-001,2.982945e-001,0
612,2.982796e-001,2.982796e-001,0
613,2.982647e-001,2.982647e-001,0
614,2.982498e-001,2.982498e-001,0
615,2.982349e-001,2.982349e-001,0
616,2.982199e-001,2.982199e-001,0
617,2.982050e-001,2.982050e-001,0
618,2.981901e-001,2.981901e-001,0
619,2.981752e-001,2.981752e-001,0
620,2.981603e-001,2.981603e-001,0
621,2.981454e-001,2.981454e-001,0
622,2.981305e-001,2.981305e-001,0
623,2.981156e-001,2.981156e-001,0
624,2.981007e-001,2.981007e-001,0
625,2.980858e-001,2.980858e-001,0
626,2.980709e-001,2.980709e-001,0
627,2.980560e-001,2.980560e-001,0
628,2.980411e-001,2.980411e-001,0
629,2.980262e-001,2.980262e-001,0
630,2.980113e-001,2.980113e-001,0
631,2.979964e-001,2.979964e-001,0
632,2.979815e-001,2.979815e-001,0
633,2.979666e-001,2.979666e-001,0
634,2.979517e-001,2.979517e-001,0
635,2.979368e-001,2.979368e-001,0
636,2.979219e-001,2.979219e-001,0
637,2.979070e-001,2.979070e-001,0
638,2.978921e-001,2.978921e-001,0
639,2.978772e-001,2.978772e-001,0
640,2.978623e-001,2.978623e-001,0
641,2.978474e-001,2.978474e-001,0
642,2.978325e-001,2.978325e-001,0
643,2.978176e-001,2.978176e-001,0
644,2.978027e-001,2.978027e-001,0
645,2.977878e-001,2.977878e-001,0
646,2.977729e-001,2.977729e-001,0
647,2.977580e-001,2.977580e-001,0
648,2.977431e-001,2.977431e-001,0
649,2.977282e-001,2.977282e-001,0
650,2.977133e-001,2.977133e-001,0
651,2.976984e-001,2.976984e-001,0
652,2.976835e-001,2.976835e-001,0
653,2.976686e-001,2.976686e-001,0
654,2.976537e-001,2.976537e-001,0
655,2.976389e-001,2.976389e-001,0
656,2.976240e-001,2.976240e-001,0
657,2.976091e-001,2.976091e-001,0
658,2.975942e-001,2.975942e-001,0
659,2.975794e-001,2.975794e-001,0
660,2.975645e-001,2.975645e-001,0
661,2.975496e-001,2.975496e-001,0
662,2.975348e-001,2.975348e-001,0
663,2.975199e-001,2.975199e-001,0
664,2.975050e-001,2.975050e-001,0
665,2.974901e-001,2.974901e-001,0
666,2.974753e-001,2.974753e-001,0
667,2.974604e-001,2.974604e-001,0
668,2.974455e-001,2.974455e-001,0
669,2.974307e-001,2.974307e-001,0
670,2.974158e-001,2.974158e-001,0
671,2.974009e-001,2.974009e-001,0
672,2.973861e-001,2.973861e-001,0
673,2.973712e-001,2.973712e-001,0
674,2.973563e-001,2.973563e-001,0
675,2.973414e-001,2.973414e-001,0
676,2.973266e-001,2.973266e-001,0
677,2.973117e-001,2.973117e-001,0
678,2.972968e-001,2.972968e-001,0
679,2.972820e-001,2.972820e-001,0
680,2.972671e-001,2.972671e-001,0
681,2.972522e-001,2.972522e-001,0
682,2.972373e-001,2.972373e-001,0
683,2.972225e-001,2.972225e-001,0
684,2.972076e-001,2.972076e-001,0
685,2.971927e-001,2.971927e-001,0
686,2.971779e-001,2.971779e-001,0
687,2.971630e-001,2.971630e-001,0
688,2.971481e-001,2.971481e-001,0
689,2.971332e-001,2.971332e-001,0
690,2.971184e-001,2.971184e-001,0
691,2.971035e-001,2.971035e-001,0
692,2.970886e-001,2.970886e-001,0
693,2.970738e-001,2.970738e-001,0
694,2.970589e-001,2.970589e-001,0
695,2.970441e-001,2.970441e-001,0
696,2.970292e-001,2.970292e-001,0
